calling_number,called_number,date,time,duration,call_type,tower_id,imei
9487447697,9829350996,2026-08-04,14:39:17,4,SMS,TWR-001,356236337841316
9660219988,9601244938,2026-08-04,15:25:17,12,VOICE,TWR-008,356236337841316
9762143601,9829350996,2026-08-04,15:42:17,180,VOICE,TWR-004,356332444393444
9660219988,9677690652,2026-08-04,16:51:17,3,VOICE,TWR-005,356170294288605
9829350996,9271013794,2026-08-04,17:13:17,90,VOICE,TWR-001,354559689653603
9829350996,9689931092,2026-08-04,18:01:17,90,DATA,TWR-003,356139475498701
9794759130,9354769104,2026-08-04,18:13:17,4,VOICE,TWR-001,351434475654887
9127004282,9689931092,2026-08-04,18:51:17,0,VOICE,TWR-007,351434475654887
9601244938,9689931092,2026-08-04,22:24:17,4,DATA,TWR-001,356332444393444
9794759130,9878877910,2026-08-04,23:13:17,180,VOICE,TWR-004,356236337841316
9677690652,9487447697,2026-08-04,23:15:17,45,DATA,TWR-008,356170294288605
9271013794,9677690652,2026-08-04,23:28:17,12,DATA,TWR-003,356170294288605
9127004282,9601267121,2026-08-04,23:49:17,4,DATA,TWR-008,356139475498701
9722026880,9127004282,2026-08-05,00:06:17,12,SMS,TWR-003,356236337841316
9762143601,9829350996,2026-08-05,00:13:17,3,DATA,TWR-004,356139475498701
9487447697,9689931092,2026-08-05,00:24:17,12,SMS,TWR-005,356139475498701
9722026880,9127004282,2026-08-05,00:26:17,4,DATA,TWR-001,356332444393444
9689931092,9601244938,2026-08-05,02:19:17,12,VOICE,TWR-006,351434475654887
9693912362,9794759130,2026-08-05,02:39:17,300,VOICE,TWR-002,356236337841316
9660219988,9722026880,2026-08-05,02:59:17,3,VOICE,TWR-001,356170294288605
9487447697,9829350996,2026-08-05,03:03:17,12,SMS,TWR-004,356139475498701
9829350996,9878877910,2026-08-05,05:42:17,3,DATA,TWR-002,356332444393444
9677690652,9601244938,2026-08-05,05:44:17,4,VOICE,TWR-006,356236337841316
9660219988,9762143601,2026-08-05,07:01:17,90,SMS,TWR-006,351434475654887
9693912362,9271013794,2026-08-05,07:48:17,180,VOICE,TWR-004,356236337841316
9660219988,9601267121,2026-08-05,08:47:17,90,VOICE,TWR-005,354559689653603
9689931092,9660219988,2026-08-05,09:27:17,12,DATA,TWR-004,356332444393444
9722026880,9601267121,2026-08-05,09:54:17,4,VOICE,TWR-003,354559689653603
9601267121,9794759130,2026-08-05,10:40:17,90,VOICE,TWR-001,354559689653603
9601244938,9354769104,2026-08-05,11:38:17,4,VOICE,TWR-001,354559689653603
9689931092,9354769104,2026-08-05,12:36:17,0,VOICE,TWR-003,351434475654887
9829350996,9762143601,2026-08-05,12:36:17,45,VOICE,TWR-006,351434475654887
9660219988,9601244938,2026-08-05,13:16:17,90,DATA,TWR-006,356170294288605
9271013794,9878877910,2026-08-05,13:29:17,300,VOICE,TWR-001,354559689653603
9689931092,9660219988,2026-08-05,13:44:17,3,VOICE,TWR-002,351434475654887
9601267121,9689931092,2026-08-05,14:02:17,180,VOICE,TWR-008,351434475654887
9762143601,9829350996,2026-08-05,14:29:17,300,DATA,TWR-006,356139475498701
9689931092,9829350996,2026-08-05,15:08:17,180,DATA,TWR-008,356332444393444
9722026880,9829350996,2026-08-05,15:12:17,3,VOICE,TWR-007,356139475498701
9677690652,9878877910,2026-08-05,15:13:17,180,VOICE,TWR-003,356170294288605
9660219988,9601244938,2026-08-05,15:35:17,90,VOICE,TWR-007,351434475654887
9127004282,9271013794,2026-08-05,16:27:17,3,VOICE,TWR-006,351434475654887
9829350996,9601267121,2026-08-05,16:35:17,3,DATA,TWR-001,354559689653603
9689931092,9762143601,2026-08-05,18:41:17,180,DATA,TWR-008,351434475654887
9693912362,9794759130,2026-08-05,19:09:17,0,VOICE,TWR-002,356139475498701
9689931092,9693912362,2026-08-05,20:22:17,90,VOICE,TWR-004,351434475654887
9722026880,9693912362,2026-08-05,20:33:17,4,VOICE,TWR-007,356332444393444
9660219988,9794759130,2026-08-05,21:42:17,45,VOICE,TWR-006,351434475654887
9689931092,9794759130,2026-08-05,22:39:17,90,VOICE,TWR-003,351434475654887
9660219988,9487447697,2026-08-05,22:47:17,4,VOICE,TWR-001,356170294288605
9127004282,9660219988,2026-08-06,00:19:17,180,VOICE,TWR-006,356236337841316
9601267121,9660219988,2026-08-06,01:07:17,300,DATA,TWR-003,356139475498701
9601267121,9693912362,2026-08-06,01:11:17,300,VOICE,TWR-004,356139475498701
9127004282,9677690652,2026-08-06,01:42:17,180,VOICE,TWR-003,356139475498701
9722026880,9878877910,2026-08-06,02:18:17,3,VOICE,TWR-004,356139475498701
9601244938,9878877910,2026-08-06,02:35:17,12,VOICE,TWR-005,356139475498701
9794759130,9829350996,2026-08-06,02:39:17,45,VOICE,TWR-002,356139475498701
9829350996,9127004282,2026-08-06,02:41:17,3,VOICE,TWR-003,351434475654887
9829350996,9722026880,2026-08-06,04:01:17,0,SMS,TWR-008,351434475654887
9271013794,9829350996,2026-08-06,04:35:17,3,DATA,TWR-004,356332444393444
9601244938,9354769104,2026-08-06,05:24:17,4,VOICE,TWR-008,356236337841316
9127004282,9487447697,2026-08-06,05:50:17,90,VOICE,TWR-004,351434475654887
9689931092,9677690652,2026-08-06,06:24:17,90,SMS,TWR-008,351434475654887
9722026880,9677690652,2026-08-06,06:28:17,300,VOICE,TWR-004,356139475498701
9677690652,9689931092,2026-08-06,08:09:17,300,VOICE,TWR-001,356332444393444
9829350996,9487447697,2026-08-06,08:44:17,12,VOICE,TWR-005,354559689653603
9660219988,9677690652,2026-08-06,09:45:17,300,VOICE,TWR-002,351434475654887
9271013794,9660219988,2026-08-06,10:44:17,12,VOICE,TWR-006,356236337841316
9487447697,9660219988,2026-08-06,10:59:17,180,SMS,TWR-003,351434475654887
9601267121,9127004282,2026-08-06,11:05:17,90,VOICE,TWR-001,356139475498701
9794759130,9601244938,2026-08-06,11:12:17,0,DATA,TWR-008,356170294288605
9487447697,9601267121,2026-08-06,11:25:17,90,SMS,TWR-008,354559689653603
9271013794,9829350996,2026-08-06,11:47:17,90,DATA,TWR-004,356332444393444
9487447697,9677690652,2026-08-06,14:15:17,4,VOICE,TWR-001,356332444393444
9271013794,9660219988,2026-08-06,14:17:17,180,DATA,TWR-008,356332444393444
9271013794,9127004282,2026-08-06,15:03:17,180,SMS,TWR-001,351434475654887
9794759130,9722026880,2026-08-06,15:18:17,4,VOICE,TWR-008,354559689653603
9487447697,9762143601,2026-08-06,16:09:17,45,VOICE,TWR-005,356139475498701
9601244938,9762143601,2026-08-06,16:30:17,90,VOICE,TWR-004,356139475498701
9487447697,9794759130,2026-08-06,16:39:17,3,VOICE,TWR-005,356332444393444
9127004282,9601244938,2026-08-06,17:03:17,0,VOICE,TWR-006,351434475654887
9601267121,9878877910,2026-08-06,17:04:17,12,SMS,TWR-001,356139475498701
9829350996,9660219988,2026-08-06,17:08:17,4,VOICE,TWR-002,356332444393444
9127004282,9601244938,2026-08-06,17:08:17,3,VOICE,TWR-002,351434475654887
9693912362,9354769104,2026-08-06,17:22:17,300,VOICE,TWR-008,354559689653603
9693912362,9660219988,2026-08-06,17:37:17,4,VOICE,TWR-008,356170294288605
9722026880,9271013794,2026-08-06,17:47:17,300,VOICE,TWR-008,356332444393444
9601244938,9829350996,2026-08-06,18:07:17,180,VOICE,TWR-006,351434475654887
9829350996,9722026880,2026-08-06,18:09:17,0,DATA,TWR-002,356139475498701
9271013794,9722026880,2026-08-06,18:27:17,90,VOICE,TWR-004,356236337841316
9762143601,9677690652,2026-08-06,18:43:17,90,DATA,TWR-005,354559689653603
9677690652,9794759130,2026-08-06,20:11:17,300,SMS,TWR-001,356236337841316
9354769104,9660219988,2026-08-06,20:15:17,3,VOICE,TWR-006,356139475498701
9762143601,9693912362,2026-08-06,20:27:17,3,VOICE,TWR-006,351434475654887
9794759130,9689931092,2026-08-06,21:12:17,12,VOICE,TWR-006,351434475654887
9601244938,9829350996,2026-08-06,21:29:17,45,SMS,TWR-001,356139475498701
9794759130,9601244938,2026-08-06,22:34:17,4,VOICE,TWR-006,356139475498701
9689931092,9601267121,2026-08-06,22:34:17,0,DATA,TWR-008,356332444393444
9762143601,9127004282,2026-08-06,22:45:17,90,SMS,TWR-007,356139475498701
9271013794,9693912362,2026-08-06,22:56:17,45,VOICE,TWR-005,356139475498701
9354769104,9601244938,2026-08-06,23:13:17,12,VOICE,TWR-007,354559689653603
9601244938,9271013794,2026-08-06,23:19:17,0,VOICE,TWR-008,356170294288605
9601244938,9693912362,2026-08-06,23:31:17,45,VOICE,TWR-002,356332444393444
9762143601,9487447697,2026-08-06,23:36:17,4,SMS,TWR-002,356236337841316
9794759130,9829350996,2026-08-06,23:56:17,180,SMS,TWR-007,354559689653603
9722026880,9794759130,2026-08-07,00:44:17,4,SMS,TWR-008,356170294288605
9601244938,9829350996,2026-08-07,01:29:17,3,SMS,TWR-001,356139475498701
9127004282,9689931092,2026-08-07,01:37:17,90,VOICE,TWR-004,354559689653603
9487447697,9689931092,2026-08-07,01:51:17,90,DATA,TWR-003,351434475654887
9693912362,9271013794,2026-08-07,03:22:17,0,VOICE,TWR-003,356170294288605
9127004282,9677690652,2026-08-07,04:15:17,4,VOICE,TWR-001,351434475654887
9127004282,9601267121,2026-08-07,05:05:17,300,DATA,TWR-002,356139475498701
9660219988,9689931092,2026-08-07,06:49:17,90,DATA,TWR-006,356332444393444
9722026880,9660219988,2026-08-07,07:10:17,0,VOICE,TWR-003,356139475498701
9878877910,9829350996,2026-08-07,08:23:17,45,VOICE,TWR-002,356139475498701
9354769104,9829350996,2026-08-07,08:37:17,3,VOICE,TWR-005,354559689653603
9601244938,9762143601,2026-08-07,09:30:17,90,VOICE,TWR-004,354559689653603
9722026880,9878877910,2026-08-07,09:31:17,300,VOICE,TWR-007,356139475498701
9794759130,9722026880,2026-08-07,10:25:17,4,VOICE,TWR-008,354559689653603
9829350996,9127004282,2026-08-07,10:46:17,0,VOICE,TWR-005,356236337841316
9271013794,9722026880,2026-08-07,11:58:17,0,VOICE,TWR-003,356332444393444
9693912362,9354769104,2026-08-07,12:13:17,90,VOICE,TWR-003,356139475498701
9127004282,9677690652,2026-08-07,13:37:17,4,VOICE,TWR-002,356170294288605
9660219988,9601267121,2026-08-07,15:00:17,4,VOICE,TWR-003,351434475654887
9354769104,9829350996,2026-08-07,15:20:17,0,VOICE,TWR-008,356170294288605
9829350996,9660219988,2026-08-07,15:58:17,4,VOICE,TWR-007,354559689653603
9677690652,9601267121,2026-08-07,16:34:17,90,SMS,TWR-003,356236337841316
9660219988,9693912362,2026-08-07,17:31:17,300,DATA,TWR-003,356170294288605
9762143601,9601244938,2026-08-07,18:25:17,45,SMS,TWR-002,356236337841316
9794759130,9693912362,2026-08-07,18:28:17,180,VOICE,TWR-005,356332444393444
9660219988,9829350996,2026-08-07,19:00:17,180,VOICE,TWR-006,356170294288605
9829350996,9271013794,2026-08-07,19:03:17,3,VOICE,TWR-001,351434475654887
9878877910,9601244938,2026-08-07,19:33:17,90,VOICE,TWR-001,354559689653603
9762143601,9127004282,2026-08-07,20:09:17,0,DATA,TWR-007,356236337841316
9794759130,9829350996,2026-08-07,20:18:17,90,SMS,TWR-003,356139475498701
9271013794,9722026880,2026-08-07,20:53:17,0,DATA,TWR-006,356236337841316
9271013794,9878877910,2026-08-07,21:50:17,4,VOICE,TWR-006,356170294288605
9127004282,9829350996,2026-08-07,22:07:17,300,VOICE,TWR-006,356236337841316
9794759130,9722026880,2026-08-07,22:18:17,180,VOICE,TWR-005,351434475654887
9660219988,9762143601,2026-08-07,23:16:17,12,DATA,TWR-002,356236337841316
9660219988,9794759130,2026-08-07,23:26:17,4,VOICE,TWR-007,351434475654887
9878877910,9487447697,2026-08-07,23:56:17,12,VOICE,TWR-002,354559689653603
9601244938,9354769104,2026-08-08,00:25:17,0,DATA,TWR-008,351434475654887
9693912362,9354769104,2026-08-08,00:27:17,45,DATA,TWR-001,354559689653603
9762143601,9601267121,2026-08-08,00:28:17,300,VOICE,TWR-006,356170294288605
9689931092,9878877910,2026-08-08,00:55:17,4,DATA,TWR-002,351434475654887
9601267121,9127004282,2026-08-08,01:30:17,4,VOICE,TWR-008,354559689653603
9354769104,9794759130,2026-08-08,01:51:17,3,DATA,TWR-006,356332444393444
9689931092,9660219988,2026-08-08,01:57:17,45,SMS,TWR-005,356332444393444
9487447697,9762143601,2026-08-08,01:58:17,3,VOICE,TWR-005,356332444393444
9794759130,9660219988,2026-08-08,01:58:17,45,VOICE,TWR-001,356170294288605
9829350996,9677690652,2026-08-08,02:25:17,3,SMS,TWR-004,356170294288605
9601244938,9794759130,2026-08-08,03:09:17,4,VOICE,TWR-003,356236337841316
9689931092,9354769104,2026-08-08,03:46:17,300,DATA,TWR-001,351434475654887
9127004282,9794759130,2026-08-08,04:10:17,0,VOICE,TWR-006,351434475654887
9271013794,9722026880,2026-08-08,05:46:17,45,DATA,TWR-006,356332444393444
9794759130,9693912362,2026-08-08,06:09:17,45,VOICE,TWR-003,354559689653603
9794759130,9601244938,2026-08-08,06:11:17,4,VOICE,TWR-005,351434475654887
9878877910,9271013794,2026-08-08,06:41:17,0,VOICE,TWR-004,354559689653603
9354769104,9794759130,2026-08-08,08:10:17,12,VOICE,TWR-006,354559689653603
9601244938,9660219988,2026-08-08,09:45:17,45,DATA,TWR-006,356332444393444
9660219988,9693912362,2026-08-08,09:59:17,45,VOICE,TWR-007,356139475498701
9689931092,9660219988,2026-08-08,11:30:17,90,VOICE,TWR-007,351434475654887
9660219988,9354769104,2026-08-08,12:08:17,45,VOICE,TWR-007,356170294288605
9693912362,9829350996,2026-08-08,12:17:17,45,VOICE,TWR-001,356332444393444
9601244938,9677690652,2026-08-08,12:21:17,90,VOICE,TWR-008,356236337841316
9762143601,9271013794,2026-08-08,12:43:17,4,VOICE,TWR-002,356332444393444
9689931092,9487447697,2026-08-08,13:30:17,90,VOICE,TWR-002,356332444393444
9762143601,9794759130,2026-08-08,13:38:17,12,VOICE,TWR-005,356332444393444
9693912362,9660219988,2026-08-08,14:15:17,4,VOICE,TWR-001,356139475498701
9689931092,9677690652,2026-08-08,14:36:17,45,SMS,TWR-003,356332444393444
9878877910,9722026880,2026-08-08,14:46:17,45,VOICE,TWR-001,356170294288605
9660219988,9829350996,2026-08-08,15:17:17,90,VOICE,TWR-003,356236337841316
9127004282,9601244938,2026-08-08,15:45:17,12,VOICE,TWR-005,356236337841316
9487447697,9794759130,2026-08-08,16:05:17,180,SMS,TWR-003,351434475654887
9722026880,9689931092,2026-08-08,16:20:17,90,SMS,TWR-003,356236337841316
9354769104,9601267121,2026-08-08,16:26:17,12,VOICE,TWR-003,351434475654887
9487447697,9794759130,2026-08-08,16:43:17,180,VOICE,TWR-006,356332444393444
9762143601,9601244938,2026-08-08,16:48:17,3,SMS,TWR-006,356139475498701
9722026880,9677690652,2026-08-08,17:14:17,180,VOICE,TWR-005,356139475498701
9693912362,9829350996,2026-08-08,19:15:17,45,VOICE,TWR-006,356236337841316
9677690652,9660219988,2026-08-08,19:55:17,45,SMS,TWR-001,356170294288605
9722026880,9601267121,2026-08-08,20:06:17,12,VOICE,TWR-001,351434475654887
9354769104,9127004282,2026-08-08,20:45:17,180,DATA,TWR-001,356332444393444
9762143601,9660219988,2026-08-08,21:02:17,3,SMS,TWR-008,354559689653603
9601267121,9354769104,2026-08-08,21:23:17,0,VOICE,TWR-002,356139475498701
9762143601,9878877910,2026-08-08,22:05:17,3,VOICE,TWR-006,354559689653603
9601267121,9762143601,2026-08-08,22:22:17,180,SMS,TWR-004,356139475498701
9354769104,9271013794,2026-08-08,22:30:17,12,DATA,TWR-005,354559689653603
9271013794,9601244938,2026-08-08,22:38:17,45,VOICE,TWR-001,354559689653603
9487447697,9762143601,2026-08-08,22:50:17,12,VOICE,TWR-002,356332444393444
9487447697,9601244938,2026-08-08,23:25:17,4,SMS,TWR-007,351434475654887
9762143601,9487447697,2026-08-09,00:18:17,180,VOICE,TWR-007,356139475498701
9601267121,9762143601,2026-08-09,02:59:17,12,SMS,TWR-003,354559689653603
9660219988,9689931092,2026-08-09,03:39:17,300,VOICE,TWR-005,356236337841316
9693912362,9722026880,2026-08-09,04:09:17,12,DATA,TWR-006,351434475654887
9660219988,9722026880,2026-08-09,04:22:17,90,DATA,TWR-004,354559689653603
9693912362,9354769104,2026-08-09,05:04:17,180,VOICE,TWR-002,356170294288605
9127004282,9354769104,2026-08-09,06:09:17,0,DATA,TWR-008,351434475654887
9794759130,9689931092,2026-08-09,07:35:17,12,VOICE,TWR-008,356139475498701
9794759130,9878877910,2026-08-09,07:41:17,180,DATA,TWR-004,356139475498701
9693912362,9829350996,2026-08-09,07:53:17,4,VOICE,TWR-001,354559689653603
9354769104,9829350996,2026-08-09,08:08:17,180,SMS,TWR-006,356236337841316
9677690652,9794759130,2026-08-09,08:08:17,4,SMS,TWR-006,356139475498701
9693912362,9829350996,2026-08-09,08:16:17,180,VOICE,TWR-002,356332444393444
9601267121,9354769104,2026-08-09,09:23:17,0,DATA,TWR-005,356332444393444
9127004282,9601267121,2026-08-09,09:35:17,0,VOICE,TWR-003,356236337841316
9354769104,9660219988,2026-08-09,09:39:17,0,VOICE,TWR-002,354559689653603
9601244938,9762143601,2026-08-09,10:00:17,180,SMS,TWR-008,354559689653603
9127004282,9878877910,2026-08-09,10:08:17,180,VOICE,TWR-004,356332444393444
9689931092,9693912362,2026-08-09,10:10:17,45,SMS,TWR-002,351434475654887
9794759130,9689931092,2026-08-09,10:28:17,90,VOICE,TWR-007,356332444393444
9601267121,9762143601,2026-08-09,12:44:17,4,VOICE,TWR-006,356236337841316
9794759130,9354769104,2026-08-09,13:38:17,0,DATA,TWR-007,354559689653603
9878877910,9487447697,2026-08-09,13:51:17,0,VOICE,TWR-003,356170294288605
9677690652,9660219988,2026-08-09,14:00:17,180,VOICE,TWR-003,356332444393444
9487447697,9354769104,2026-08-09,14:16:17,3,VOICE,TWR-006,354559689653603
9762143601,9487447697,2026-08-09,14:52:17,300,DATA,TWR-005,356236337841316
9722026880,9693912362,2026-08-09,14:58:17,12,SMS,TWR-004,356332444393444
9660219988,9829350996,2026-08-09,16:34:17,4,VOICE,TWR-001,356332444393444
9601267121,9794759130,2026-08-09,16:58:17,300,SMS,TWR-007,356139475498701
9693912362,9878877910,2026-08-09,17:17:17,45,VOICE,TWR-001,356236337841316
9722026880,9878877910,2026-08-09,17:17:17,300,VOICE,TWR-006,356236337841316
9487447697,9722026880,2026-08-09,18:05:17,4,VOICE,TWR-007,356170294288605
9487447697,9878877910,2026-08-09,18:20:17,90,VOICE,TWR-004,356170294288605
9878877910,9487447697,2026-08-09,18:32:17,90,VOICE,TWR-005,356139475498701
9271013794,9127004282,2026-08-09,18:46:17,12,VOICE,TWR-007,354559689653603
9677690652,9601267121,2026-08-09,18:55:17,180,DATA,TWR-001,356139475498701
9829350996,9127004282,2026-08-09,18:57:17,0,DATA,TWR-003,356170294288605
9722026880,9762143601,2026-08-09,19:24:17,0,VOICE,TWR-006,356139475498701
9689931092,9829350996,2026-08-09,19:28:17,180,SMS,TWR-008,351434475654887
9689931092,9762143601,2026-08-09,19:40:17,45,VOICE,TWR-004,351434475654887
9601244938,9878877910,2026-08-09,19:58:17,12,DATA,TWR-007,356236337841316
9271013794,9660219988,2026-08-09,20:19:17,12,VOICE,TWR-006,356236337841316
9794759130,9127004282,2026-08-09,20:56:17,45,VOICE,TWR-005,354559689653603
9878877910,9677690652,2026-08-09,20:59:17,3,SMS,TWR-006,356332444393444
9677690652,9601267121,2026-08-09,21:20:17,300,VOICE,TWR-007,356332444393444
9794759130,9722026880,2026-08-09,21:23:17,3,DATA,TWR-006,356170294288605
9762143601,9660219988,2026-08-09,23:30:17,12,VOICE,TWR-004,356139475498701
9878877910,9829350996,2026-08-09,23:31:17,300,DATA,TWR-008,356170294288605
9660219988,9762143601,2026-08-09,23:37:17,90,DATA,TWR-007,354559689653603
9127004282,9354769104,2026-08-09,23:58:17,4,VOICE,TWR-001,356332444393444
9762143601,9127004282,2026-08-10,00:36:17,300,VOICE,TWR-003,354559689653603
9487447697,9660219988,2026-08-10,00:48:17,4,VOICE,TWR-006,351434475654887
9722026880,9487447697,2026-08-10,01:12:17,180,VOICE,TWR-008,356139475498701
9794759130,9354769104,2026-08-10,01:16:17,12,SMS,TWR-006,356332444393444
9677690652,9487447697,2026-08-10,01:32:17,12,VOICE,TWR-008,354559689653603
9878877910,9722026880,2026-08-10,01:55:17,45,VOICE,TWR-001,354559689653603
9693912362,9601244938,2026-08-10,02:03:17,3,VOICE,TWR-001,356236337841316
9794759130,9689931092,2026-08-10,02:26:17,3,VOICE,TWR-007,356139475498701
9722026880,9660219988,2026-08-10,02:29:17,3,SMS,TWR-001,356139475498701
9762143601,9878877910,2026-08-10,02:30:17,90,VOICE,TWR-001,356236337841316
9794759130,9601267121,2026-08-10,02:40:17,180,SMS,TWR-003,356236337841316
9689931092,9127004282,2026-08-10,03:53:17,12,VOICE,TWR-004,356332444393444
9601267121,9677690652,2026-08-10,04:25:17,0,VOICE,TWR-002,356236337841316
9689931092,9693912362,2026-08-10,05:05:17,180,VOICE,TWR-007,356332444393444
9677690652,9127004282,2026-08-10,05:17:17,0,VOICE,TWR-003,356332444393444
9762143601,9677690652,2026-08-10,05:55:17,4,VOICE,TWR-004,356170294288605
9487447697,9677690652,2026-08-10,06:06:17,0,SMS,TWR-002,351434475654887
9693912362,9127004282,2026-08-10,06:36:17,0,DATA,TWR-005,356170294288605
9127004282,9271013794,2026-08-10,06:43:17,180,VOICE,TWR-008,351434475654887
9601244938,9693912362,2026-08-10,06:45:17,0,VOICE,TWR-007,356170294288605
9677690652,9829350996,2026-08-10,07:03:17,45,DATA,TWR-007,356236337841316
9601244938,9829350996,2026-08-10,07:21:17,90,VOICE,TWR-004,356332444393444
9677690652,9487447697,2026-08-10,07:38:17,180,VOICE,TWR-003,354559689653603
9762143601,9693912362,2026-08-10,08:16:17,300,VOICE,TWR-001,354559689653603
9794759130,9689931092,2026-08-10,08:22:17,90,VOICE,TWR-002,356139475498701
9878877910,9689931092,2026-08-10,09:49:17,45,DATA,TWR-003,351434475654887
9689931092,9354769104,2026-08-10,10:28:17,3,SMS,TWR-002,356332444393444
9127004282,9601267121,2026-08-10,10:33:17,300,VOICE,TWR-003,356170294288605
9271013794,9601244938,2026-08-10,11:16:17,300,VOICE,TWR-006,351434475654887
9601267121,9487447697,2026-08-10,11:25:17,180,VOICE,TWR-008,356139475498701
9601267121,9660219988,2026-08-10,12:18:17,12,VOICE,TWR-001,356236337841316
9601267121,9878877910,2026-08-10,12:46:17,3,SMS,TWR-006,356139475498701
9762143601,9689931092,2026-08-10,13:14:17,4,DATA,TWR-004,354559689653603
9689931092,9127004282,2026-08-10,13:20:17,180,SMS,TWR-008,351434475654887
9127004282,9689931092,2026-08-10,13:55:17,300,VOICE,TWR-001,356170294288605
9878877910,9487447697,2026-08-10,14:37:17,4,VOICE,TWR-004,354559689653603
9829350996,9677690652,2026-08-10,14:39:17,45,VOICE,TWR-005,354559689653603
9601267121,9689931092,2026-08-10,15:55:17,4,VOICE,TWR-003,356332444393444
9829350996,9271013794,2026-08-10,16:03:17,300,VOICE,TWR-008,356139475498701
9271013794,9693912362,2026-08-10,16:12:17,300,VOICE,TWR-007,356170294288605
9689931092,9601244938,2026-08-10,16:22:17,300,SMS,TWR-003,356332444393444
9722026880,9794759130,2026-08-10,17:34:17,180,SMS,TWR-005,356170294288605
9271013794,9601244938,2026-08-10,18:15:17,300,SMS,TWR-008,351434475654887
9829350996,9722026880,2026-08-10,18:23:17,3,VOICE,TWR-003,351434475654887
9601267121,9487447697,2026-08-10,18:42:17,300,VOICE,TWR-003,356332444393444
9722026880,9660219988,2026-08-10,18:59:17,300,VOICE,TWR-005,351434475654887
9677690652,9660219988,2026-08-10,19:27:17,45,VOICE,TWR-001,356236337841316
9601267121,9354769104,2026-08-10,20:40:17,180,SMS,TWR-004,354559689653603
9794759130,9127004282,2026-08-10,21:44:17,3,VOICE,TWR-004,356170294288605
9677690652,9127004282,2026-08-10,22:03:17,4,VOICE,TWR-006,356332444393444
9127004282,9660219988,2026-08-10,22:06:17,300,VOICE,TWR-003,356139475498701
9722026880,9829350996,2026-08-10,23:25:17,4,DATA,TWR-004,356139475498701
9601267121,9271013794,2026-08-10,23:52:17,12,VOICE,TWR-003,354559689653603
9762143601,9689931092,2026-08-11,00:08:17,4,VOICE,TWR-004,356236337841316
9487447697,9271013794,2026-08-11,01:04:17,3,VOICE,TWR-008,356139475498701
9354769104,9660219988,2026-08-11,01:54:17,3,VOICE,TWR-003,356139475498701
9660219988,9878877910,2026-08-11,02:04:17,0,VOICE,TWR-007,356236337841316
9722026880,9354769104,2026-08-11,02:21:17,0,VOICE,TWR-008,356332444393444
9601244938,9794759130,2026-08-11,02:37:17,300,DATA,TWR-003,351434475654887
9487447697,9660219988,2026-08-11,02:47:17,12,SMS,TWR-007,354559689653603
9601267121,9271013794,2026-08-11,02:49:17,12,VOICE,TWR-005,356236337841316
